#             N = 1:              N = 2:             N = 10:            N = 100:
            0.242507            0.427645            0.458946            0.440322
            0.377526            0.704294            0.505867            0.531264
            0.712521            0.272602            0.431141            0.519597
            0.685356            0.206594            0.529746            0.509266
            0.785719            0.359374            0.635024            0.562385
            0.624212            0.118963            0.439625            0.489626
            0.324134            0.693868            0.532476            0.501923
            0.812357            0.460972            0.563435            0.445365
            0.810031            0.699177            0.381896             0.51471
             0.19391            0.444975            0.439078             0.52993
           0.0602236            0.822498            0.572375            0.519605
            0.746746              0.3492            0.521677            0.511875
            0.280833            0.540005            0.493871            0.472368
            0.571147            0.265137            0.532641            0.490222
           0.0327713            0.290117            0.595817            0.521865
           0.0603616            0.525206            0.636806            0.457307
            0.671371             0.37525            0.555945            0.519278
            0.228776            0.715408            0.538696            0.487376
            0.277207            0.606625            0.447236             0.44732
            0.371872            0.259614            0.604431            0.513974
            0.783905            0.163963            0.600128            0.452244
            0.831213            0.329527            0.439193            0.509501
            0.900767             0.55934             0.36041            0.440785
            0.400603            0.574023            0.474437            0.478069
            0.321573            0.825503            0.429984            0.486927
            0.250045             0.91528            0.506387            0.453584
            0.684947            0.690172            0.501467            0.459403
            0.255485            0.692592            0.502199            0.509382
            0.687016            0.461972            0.612571            0.475278
            0.845047            0.896031            0.419694            0.492435
            0.240186             0.50146            0.653628             0.50859
             0.46263            0.515091            0.536994            0.462605
            0.121979            0.287319            0.436503            0.528348
           0.0940902            0.481219            0.375056            0.477748
            0.974608            0.747302            0.478911            0.505283
            0.918361            0.432311            0.465548            0.499543
           0.0542018            0.336256            0.611097            0.540121
             0.39309             0.79478            0.428476            0.439645
            0.921007            0.660312            0.691456            0.471814
            0.384772            0.625787            0.521914            0.464355
            0.182704            0.264675            0.396235            0.531974
            0.338619            0.382371            0.513688             0.50208
            0.556953            0.317901             0.68496            0.522006
            0.640465            0.241844            0.587023            0.522769
            0.115186            0.104137            0.504887            0.505907
            0.416325            0.340641            0.428923            0.454892
            0.997453            0.579167            0.665831            0.482946
            0.747099            0.540186            0.510997            0.474475
            0.382974            0.301498            0.446934            0.537579
             0.33178            0.481143            0.409572            0.496666
             0.84005            0.572448            0.484575            0.539859
            0.848645            0.137321            0.490304            0.441298
            0.417385            0.804035            0.358177            0.504895
            0.539625            0.086627            0.314903            0.479969
            0.156812             0.47136            0.498628            0.473688
            0.709375            0.455068            0.523687            0.530601
         0.000338054            0.820788            0.594005            0.569108
            0.373329            0.379857            0.592963            0.486392
            0.970731            0.587823            0.445702            0.485063
           0.0120321            0.417064            0.472233            0.524471
            0.131621            0.620425            0.412262            0.505654
             0.79182            0.558619            0.496142            0.480312
            0.496398            0.395932            0.500839            0.505251
            0.941343            0.596594            0.488575            0.543805
            0.921719            0.670031            0.711211            0.470867
             0.59955            0.221686            0.560653            0.496819
            0.593319            0.179839            0.613104            0.523173
            0.401021            0.504907            0.599691            0.528324
            0.665166            0.370957             0.45026             0.49585
            0.241154            0.598018            0.509074            0.512945
            0.558194            0.208669            0.487208            0.503635
            0.454171            0.430659            0.480795            0.456968
             0.72371              0.3376            0.425088            0.494848
            0.316986            0.386927            0.471337            0.496596
            0.509241            0.256212            0.346883            0.519198
            0.305984            0.420804            0.610959            0.448966
            0.206438            0.260714            0.494182            0.504824
            0.926939            0.224041            0.443643            0.491648
            0.286972            0.914412            0.383325             0.50768
            0.900868            0.666371            0.433156            0.517295
           0.0364855            0.504114            0.497243            0.485513
            0.160907            0.623294            0.527043            0.469833
            0.763702            0.446724            0.484146            0.497752
            0.489563            0.570751            0.343854            0.499106
            0.108893            0.745272            0.541794            0.462211
            0.567807             0.33758            0.530396            0.522504
            0.626579            0.276927            0.423866             0.47251
            0.309963            0.293501            0.514001             0.50026
            0.545158            0.166883              0.5741             0.46198
             0.52277            0.371587            0.621316            0.502618
            0.640692            0.435226            0.681507            0.498938
            0.761656            0.551942            0.310585            0.474147
            0.117336            0.355966            0.543738            0.529967
           0.0640838            0.123677             0.51115            0.556288
            0.830361            0.648164            0.477421            0.530866
            0.550722             0.21116            0.274946            0.521756
             0.73434             0.52484            0.504203            0.536147
            0.196821            0.395748            0.526265            0.493636
             0.31515            0.461153            0.670346            0.462964
            0.618915            0.297977            0.561928            0.506291
            0.348099            0.227465            0.589339            0.491258
            0.786408            0.169811            0.520394            0.492432
            0.235552             0.45914            0.445039            0.489626
           0.0996828             0.94634            0.406795            0.549815
           0.0461464             0.63555             0.62859            0.528866
            0.139334            0.298973            0.406958             0.52964
            0.491228            0.376167            0.505944            0.508876
            0.880841            0.642876            0.630988            0.512122
            0.655219            0.829489            0.612513            0.470744
           0.0548324            0.602391             0.73351            0.462559
            0.237764            0.670184            0.566364            0.498688
            0.887229            0.527412            0.502104            0.506734
            0.498815            0.555103            0.430268            0.494893
            0.614819             0.60519            0.593074            0.502308
            0.248124            0.434511            0.515836            0.480112
            0.182261            0.761526            0.319454             0.53118
            0.547964            0.541222            0.647128            0.476912
           0.0622458            0.453954            0.391804            0.489905
            0.500561            0.208746            0.328933            0.524219
            0.149457            0.269024            0.508008            0.517023
          0.00258432            0.245939             0.58426            0.470928
            0.821942             0.30789            0.604136            0.523786
            0.520081            0.663634            0.451962            0.491922
           0.0472361            0.448116            0.486924            0.510056
            0.170757            0.218688            0.354171            0.458187
            0.783084            0.508771            0.493227            0.494184
           0.0464074             0.52843            0.312945            0.468122
            0.294547            0.541292            0.563085            0.506091
            0.611401            0.486849            0.480166            0.489641
            0.347704            0.635941            0.616036            0.484018
             0.15469            0.704624            0.525385            0.513071
            0.072166             0.32301             0.72652             0.53858
           0.0147443             0.29207            0.411022            0.480642
             0.13288            0.534677            0.541592            0.509764
            0.799129            0.903392            0.515516            0.480412
            0.814327            0.537559            0.647181            0.539125
            0.763516            0.343625            0.494672             0.49619
            0.491819            0.258679            0.372979            0.503723
            0.323742            0.929928            0.551592            0.516541
            0.486096            0.312426            0.457691            0.551694
         0.000958545            0.691695            0.696116            0.496235
            0.806335            0.594138            0.575987            0.498293
            0.384344            0.427705            0.585148            0.531044
            0.230733            0.121412            0.533302            0.479168
            0.190942            0.458049            0.371879            0.542322
            0.634088            0.750212            0.590379            0.502687
             0.20342            0.438827            0.358585            0.531338
           0.0339661            0.624172            0.439727            0.492649
            0.358246            0.538085            0.520228            0.516588
             0.82119            0.537687            0.456002            0.455175
            0.543139            0.919763            0.558892             0.45257
            0.963324            0.525051            0.415791            0.497893
            0.617234            0.487136            0.424807            0.446743
            0.385905            0.855554            0.460647            0.493788
            0.295737             0.69911            0.409217            0.499829
            0.743781            0.446634            0.507194            0.460179
            0.314803            0.543245            0.548611            0.528409
            0.832289            0.318047            0.457274            0.532631
            0.375618            0.537269            0.631346            0.544852
            0.838002            0.487513            0.499214            0.472148
            0.614983            0.973752            0.601905            0.459037
            0.272918            0.448836            0.365217            0.518989
             0.53067            0.646339            0.663426            0.472362
            0.691401             0.72707             0.65113            0.514349
           0.0303933             0.45703            0.326153            0.512767
            0.754838            0.423396            0.535783            0.480286
            0.804759             0.38882            0.496417            0.437904
            0.728586            0.362656            0.467485            0.463836
           0.0588793            0.753952            0.467854            0.538012
            0.139207            0.546518            0.412551            0.524276
            0.368545            0.470064            0.355241            0.493323
              0.3669            0.639224            0.517528            0.492796
            0.417011            0.154178            0.460716            0.481512
            0.147971            0.513401            0.548225            0.517577
            0.137344            0.283559            0.489432             0.49877
            0.531861            0.293216            0.512972            0.500255
            0.487145            0.705616            0.528426            0.533933
            0.344199             0.33616            0.663296            0.476334
            0.514787             0.10936            0.383666            0.470043
            0.674176            0.229118            0.467253            0.541129
            0.528957            0.594313            0.537775            0.520234
            0.159341            0.251776            0.569695            0.490512
            0.397571            0.490851            0.518942            0.493203
            0.323193            0.238662             0.39042            0.466545
              0.3736            0.717151            0.484618            0.497708
            0.141931            0.404002            0.470143            0.474514
            0.564238             0.14795            0.415742            0.488406
            0.960711            0.731853            0.439224            0.508259
           0.0490003            0.398932            0.532435            0.448231
             0.61856            0.364322            0.428829              0.5286
            0.220267            0.487395            0.514269            0.492733
            0.123827            0.460969            0.470744            0.521405
            0.814575            0.704274            0.531783            0.528689
            0.388078            0.192206            0.451364            0.457434
             0.90982            0.342231            0.474345            0.516264
            0.777139            0.681102            0.481336            0.529484
           0.0555067            0.676116            0.552904            0.542085
           0.0919436            0.611511             0.58444            0.446075
            0.514455            0.149669            0.426554            0.542583
             0.23242            0.513839            0.604854            0.521807
            0.449319             0.32709            0.424896            0.516323
            0.913578            0.689335            0.433404            0.524337
            0.580398             0.43342            0.532447            0.518186
            0.306496            0.686907            0.561258            0.527182
              0.7261            0.485416            0.492428            0.460499
            0.373092            0.649876            0.496616            0.464783
            0.844368            0.705037            0.407813            0.515709
            0.532385            0.347323            0.467852            0.471933
            0.559548            0.258917            0.511615            0.439501
            0.534499            0.455233            0.439304            0.497102
            0.315283            0.188048            0.559832             0.52234
            0.580765            0.136308            0.541897            0.470983
            0.916654            0.472097            0.484699            0.504163
             0.98347             0.66659            0.499129            0.504418
            0.523804            0.485376            0.454184            0.513105
            0.583087            0.831167            0.639107            0.506109
            0.233176            0.432492            0.390222            0.461058
            0.736195            0.804181            0.466155            0.519605
            0.137874            0.278978            0.567443            0.482727
            0.717574            0.575215            0.503967            0.506338
            0.650083            0.211628            0.550686            0.495515
            0.794259            0.706806            0.658935            0.489038
            0.781077            0.132481            0.436307             0.51034
            0.636905            0.316651            0.483835            0.475038
            0.229274            0.138474            0.480039            0.443421
            0.575604            0.817828            0.586158            0.496886
            0.958545            0.662105            0.368779            0.527247
            0.462623            0.658863            0.520778            0.492423
            0.457637            0.692025            0.392833            0.519344
            0.855347            0.773452            0.512417             0.48712
           0.0256229            0.385035            0.351472            0.485155
            0.995704            0.298072            0.537013            0.509164
            0.745719            0.175302            0.497337            0.485059
            0.288974             0.33206            0.422318            0.467371
            0.316939            0.521848            0.526966            0.524504
            0.313655            0.312069             0.53799            0.497352
            0.236074            0.623396            0.435522            0.456277
            0.929456            0.564372            0.496976            0.485631
            0.233653            0.432358            0.618902            0.530776
            0.329179            0.801433            0.550571            0.462539
            0.667976            0.448754            0.410263            0.525942
            0.473071            0.639641             0.49115            0.497182
            0.266405            0.651535            0.580347            0.489521
            0.429535            0.619449            0.483763            0.480709
             0.81732            0.400717            0.528664            0.507295
           0.0789855            0.621811            0.450429            0.476944
            0.769084             0.55064            0.601249            0.524455
            0.724083            0.819306            0.449992            0.495073
           0.0668855            0.493714            0.601769            0.513815
            0.526377            0.373084            0.671241            0.516336
            0.608423             0.80273            0.438662            0.480955
            0.393211            0.469642            0.432357            0.480431
            0.792904            0.557619            0.524272            0.468516
            0.940293            0.704446            0.429632            0.520647
            0.567295            0.342818            0.372099            0.470583
            0.317285            0.427253            0.556584            0.480607
              0.7153             0.33993            0.399976            0.511702
            0.292572            0.379903            0.547854            0.512437
            0.202408            0.580528            0.416093            0.479684
            0.700087            0.606478             0.46692            0.463103
            0.293668            0.935674            0.403802            0.481554
           0.0447108            0.352291              0.5036            0.560625
            0.533085            0.883752            0.461019            0.522578
             0.38712            0.658578            0.566866            0.482763
            0.207855            0.467708            0.440899            0.510629
            0.541982            0.375031            0.500231            0.498213
            0.906365            0.379824             0.51669            0.531014
            0.583558            0.493967            0.434854            0.513782
            0.395969           0.0553791            0.477065            0.465901
            0.707738            0.399967            0.505349            0.511025
            0.240549            0.927769            0.494364            0.487582
            0.736458            0.780604            0.540649            0.480058
            0.895122            0.298745            0.508925            0.520171
           0.0575521             0.75284            0.539612            0.495076
            0.846479            0.650502            0.611883            0.470097
            0.467202            0.780879            0.561774            0.523454
            0.608755            0.311769            0.591431            0.465823
            0.607423            0.603993            0.480559            0.503052
            0.571393             0.56619            0.711814            0.482844
           0.0974223            0.307071            0.434547            0.476309
             0.28283            0.741509            0.455878            0.482997
            0.660226            0.663884            0.472401            0.485619
            0.168754            0.447493            0.549041            0.472484
            0.948343            0.654563            0.387792            0.499315
            0.491654            0.629301            0.483051             0.48539
            0.210094            0.584896            0.450075            0.527774
            0.789571             0.32785            0.375314            0.472521
            0.121647            0.397649            0.527839            0.471866
            0.798815            0.759798            0.630025            0.458205
            0.514497            0.809109            0.554347            0.523775
            0.193425            0.264596            0.404212            0.519082
            0.770457            0.502617            0.312445             0.46504
            0.862368             0.59737            0.669779            0.461346
            0.676179            0.445113            0.407177            0.528433
            0.723917            0.196133            0.598798            0.458471
            0.291477            0.736977            0.522713             0.49578
            0.894796            0.257312             0.35178            0.471807
            0.498255            0.376951            0.417966            0.462134
            0.972937            0.568933            0.441449            0.507143
            0.732104            0.554865            0.382297            0.505283
            0.272392            0.869537            0.528445              0.5046
            0.790983            0.708789            0.499438             0.51901
            0.216807            0.371512            0.413833            0.508431
            0.796465            0.552048            0.461122            0.528496
            0.327029            0.770315            0.553397            0.481347
            0.301895            0.646393            0.596879            0.521698
            0.646868            0.745872            0.465299            0.456224
            0.907817            0.557056            0.427875            0.480651
            0.463283            0.746277            0.517094            0.527245
            0.814885            0.639753             0.59891            0.494104
            0.795688            0.839018             0.64799            0.549863
           0.0660452            0.118151             0.58561            0.489227
            0.149349            0.534669            0.455361            0.515203
             0.24004            0.501707            0.437117            0.500132
            0.692226            0.332239            0.352271            0.520448
             0.92161            0.531564            0.354252            0.476454
            0.361404            0.372748            0.595787            0.533076
            0.934541            0.529111             0.54328            0.468432
            0.635658             0.40558            0.629502             0.47755
              0.2332            0.419991            0.681639            0.461696
            0.454065            0.442741            0.482691            0.515732
            0.515064            0.452266            0.476875            0.500344
             0.18518            0.458581             0.52134            0.505693
            0.316499            0.309307            0.412267            0.520526
             0.82725            0.369845            0.567514            0.485691
            0.221281            0.204022            0.434547            0.492577
            0.305096            0.352609            0.443489            0.507893
            0.325468           0.0760427            0.674093            0.486431
            0.210621            0.729902            0.629804            0.469008
            0.864971            0.723467            0.492581            0.512034
            0.520295            0.339231            0.652702            0.492709
            0.303663             0.27099            0.525012             0.47248
             0.84621             0.47846             0.60376            0.509337
            0.664994            0.294424            0.410663            0.524856
            0.522682            0.704675             0.55171            0.522697
            0.438586            0.700543            0.510796            0.487373
            0.678884            0.429567            0.663094            0.522492
            0.159054            0.582457            0.450565            0.464596
             0.67598            0.441893            0.388289            0.464494
            0.352628             0.61468            0.616863            0.548782
            0.130776            0.433664            0.537196            0.533781
            0.951413            0.204587            0.459514            0.497476
            0.202956            0.345616            0.249575            0.500076
            0.544572               0.569            0.551041            0.495055
            0.813393            0.709923            0.505816            0.495575
            0.573099            0.285022            0.570017            0.470577
           0.0699108            0.636419            0.446713            0.478617
            0.199039             0.47066            0.590026            0.475038
            0.199945            0.797164            0.396979            0.495553
            0.187816            0.271567            0.323489            0.508448
            0.428915            0.818861            0.370828            0.419958
            0.920019            0.769444            0.487277            0.478164
            0.826829            0.654737            0.480364             0.46652
            0.481782            0.377641            0.594335            0.464633
            0.315744            0.665445            0.359546            0.492494
            0.899393            0.313359            0.516179            0.478953
             0.90975            0.363179            0.530087            0.524005
            0.756772            0.752763            0.546833            0.458963
            0.663961            0.629224            0.562046            0.486496
            0.451868            0.463089            0.563258            0.489806
            0.645445            0.374828            0.588461            0.492934
            0.149228            0.561371            0.584348            0.533759
            0.772575            0.697484            0.585083            0.451998
             0.55227             0.37412            0.358478             0.49442
            0.129558            0.514546            0.495087            0.521761
            0.889655             0.56995            0.446837            0.499264
            0.501846            0.718911            0.535821             0.46957
            0.286904            0.444475            0.712122             0.49435
            0.366121            0.536027            0.590302            0.521477
            0.679619            0.421887            0.388338              0.4703
            0.671107            0.516093            0.579916            0.491111
            0.233378            0.637435             0.51184            0.519264
            0.791983            0.542615             0.43271            0.565163
            0.401295            0.647303            0.543877              0.4743
            0.552084            0.520925            0.473196             0.52236
            0.437717            0.382542            0.523005            0.505242
           0.0142034            0.463654              0.4991            0.476129
            0.508029            0.552655            0.710168            0.530055
            0.805624            0.566642             0.50789             0.53266
             0.55695            0.507197            0.547079            0.546153
            0.889956            0.456204            0.510569            0.501468
            0.314198            0.716105            0.564164            0.463733
            0.669635            0.598546            0.482669            0.471868
           0.0418221            0.440529            0.554985            0.513712
            0.903179            0.932765            0.538007            0.452916
            0.967588            0.445868            0.388231            0.493582
             0.29841            0.125239            0.440232            0.547549
           0.0787555             0.35842            0.367113            0.528267
            0.152716            0.691591            0.507333            0.465624
             0.82541            0.618975            0.433039            0.489163
            0.661491            0.360017            0.534772            0.444061
            0.992169            0.413974            0.452264            0.512843
            0.711761            0.577653            0.511813            0.472595
            0.162379            0.498436            0.514354            0.529546
            0.773358             0.27228            0.349847            0.542221
            0.496244            0.443799            0.531138            0.528303
            0.103152            0.397256            0.544628            0.510525
            0.231196            0.431592            0.605476            0.494702
            0.839117            0.693037            0.377968            0.445183
              0.6162            0.592499            0.474695            0.460975
           0.0208445            0.553266            0.326307            0.511391
            0.506383            0.577981            0.563181            0.484795
            0.418056            0.646111            0.527004            0.481433
            0.279042            0.503357            0.475293            0.481464
            0.982175            0.603798            0.592908            0.540791
           0.0243158            0.130088            0.534443            0.465324
            0.334536            0.594146            0.503319            0.495622
            0.977143            0.742481             0.64288            0.512983
            0.492312            0.155485            0.643676            0.483471
            0.857101            0.316434            0.668987            0.446578
            0.868768            0.620221            0.642859            0.465782
            0.978302            0.929376            0.556032            0.470076
            0.621475            0.601173            0.470522            0.511151
            0.415794            0.567405            0.456607            0.490675
            0.959171            0.473532            0.562102            0.452547
            0.205182            0.424111            0.507253             0.52746
            0.123557            0.556361             0.39273            0.517436
            0.178381            0.146493            0.578247            0.478123
             0.62024            0.590368            0.361468            0.470741
           0.0160883            0.467664            0.665038            0.529541
             0.75421            0.732104            0.623144            0.516651
          0.00767808            0.682065            0.578822            0.470348
            0.558386            0.296273            0.352266            0.512395
           0.0376517            0.797741            0.585692             0.50241
           0.0760922            0.634678            0.358279            0.492711
            0.110301            0.568861            0.322732            0.489585
             0.74241            0.476014            0.650166            0.496332
            0.246256            0.190172            0.812197            0.512339
             0.47392            0.572256            0.413725            0.442977
            0.255395            0.648002            0.477726            0.469861
            0.300997           0.0765022            0.376341            0.494108
            0.456376            0.640836            0.474383            0.491553
            0.453555            0.581393              0.4544            0.520283
            0.704846            0.735831            0.599277            0.512125
           0.0786104            0.833404             0.56242            0.523893
           0.0059998            0.852828              0.5458            0.518838
            0.585107            0.104475            0.571094             0.47128
            0.707941            0.584198            0.578682            0.504904
            0.141849            0.471431            0.435133            0.438893
             0.95675            0.488258            0.621787            0.447877
           0.0938515            0.533747            0.441837            0.525876
            0.904476            0.659453            0.508784             0.48369
            0.804993              0.1456            0.566456            0.488741
            0.742481            0.756399            0.376777            0.500695
            0.434681            0.506099            0.438283            0.502988
            0.801212            0.978073            0.359199            0.534663
            0.806886             0.82766            0.458254            0.482093
            0.567174            0.624994            0.465764            0.450645
            0.942159            0.441049            0.480223            0.532191
           0.0965001            0.700153            0.498439            0.500839
            0.248428            0.397735            0.667205            0.484879
            0.601675            0.357085            0.596469            0.504677
            0.471619            0.555086            0.529639            0.536187
            0.204431            0.636713            0.525891            0.503338
           0.0739685            0.512654            0.484246             0.46762
            0.258894            0.101868            0.468994             0.53653
            0.885959            0.189345            0.611297            0.520478
            0.269604            0.464357            0.567511            0.481716
            0.190253            0.463753            0.618318            0.570239
            0.606831            0.627445            0.325042            0.471728
            0.252944            0.422425            0.548757            0.486233
            0.381716            0.265174            0.542923            0.542236
            0.859024            0.719739            0.389808            0.535233
            0.845328            0.511181            0.648074            0.475142
           0.0601974            0.211422            0.649748            0.540274
            0.929661            0.337315            0.538513            0.461108
             0.52579            0.623827            0.445225            0.498298
            0.231645            0.547192            0.600353            0.538187
            0.897282            0.754979            0.437219            0.519366
            0.130441            0.681266              0.5438            0.493117
            0.665936            0.665449            0.529311            0.445796
            0.866405            0.450615             0.47675            0.503702
            0.570172            0.382812            0.613796             0.49975
         0.000376155            0.599966            0.461926            0.469231
            0.104661            0.199652            0.399415            0.514238
             0.28851            0.607251            0.514709            0.483049
           0.0829968            0.464681            0.517106            0.519184
            0.395163            0.711368            0.437273            0.466729
            0.319911            0.203506            0.582529            0.489494
            0.287467             0.92015            0.653957            0.515181
            0.331641             0.45365            0.458072            0.537687
             0.44013            0.426368            0.614063            0.431749
            0.844468             0.83776            0.338368            0.461184
            0.104909            0.339438            0.429618            0.497226
            0.596083            0.526672             0.45822            0.481928
            0.630491            0.471994            0.422034            0.508778
            0.577897            0.860196            0.520249            0.506822
            0.113718            0.338159             0.56246            0.508714
            0.292153            0.590511            0.476853            0.511721
            0.249779             0.53085            0.464094            0.459246
            0.790537            0.388972            0.474744            0.474377
            0.951285            0.137977            0.646291            0.497767
            0.153715            0.350739            0.543907            0.537619
             0.39838           0.0269685             0.45377             0.46884
            0.195939             0.65138             0.58409            0.512008
            0.230252            0.929248            0.504056             0.52068
            0.674513            0.801527            0.526157            0.566055
             0.92701            0.331703            0.427621            0.480192
            0.686936            0.125088            0.562698            0.538496
            0.611438            0.518001             0.48232            0.562053
            0.762537            0.427068            0.427364            0.490198
            0.734946            0.320246            0.362076            0.476003
            0.332204            0.271827            0.538646            0.513389
            0.924107            0.427795            0.582474            0.559322
           0.0727802            0.592311            0.468666            0.465467
            0.241205            0.720901            0.390626            0.462208
             0.82913            0.701858            0.488366            0.525678
            0.851717            0.460089            0.502588            0.494002
            0.216498            0.459113            0.263263            0.510892
            0.109009            0.819542            0.593605            0.518321
            0.775714            0.353036             0.39072            0.515069
            0.628845            0.357574            0.315219            0.515341
            0.233124            0.649463            0.375953            0.461013
            0.458655            0.376969            0.579013            0.462221
            0.486142            0.320274            0.505817            0.459144
            0.348059            0.118789            0.475151            0.486346
            0.497235            0.583053            0.467493             0.51514
            0.519175            0.466129            0.461763            0.531442
            0.414685            0.466194            0.582203            0.489083
            0.453575            0.589251            0.390814            0.485432
            0.166331            0.672604            0.627896            0.556415
             0.84128            0.530808            0.565359            0.496888
           0.0102267            0.456168            0.508977             0.51966
            0.370103            0.426984            0.370466            0.510082
            0.810699            0.535035            0.500805             0.48449
            0.438385            0.811272            0.712143            0.565031
             0.59466             0.40236            0.549794            0.517073
           0.0173868            0.943932            0.548017             0.50523
             0.86571            0.175151            0.629689            0.512746
            0.372925            0.691897             0.54593            0.520427
            0.894595            0.321082             0.65424            0.489426
            0.199384            0.506881            0.495018            0.514226
            0.776937            0.264155            0.590109            0.530998
            0.914451            0.629973            0.466825            0.483924
            0.565485            0.492464            0.406562            0.515381
          0.00658954             0.80236            0.438759            0.542708
            0.343583            0.648224            0.322301            0.482577
            0.235598            0.565004            0.487363            0.507808
            0.494849            0.385351              0.4477            0.530316
            0.873822            0.802276            0.648024            0.466032
            0.885636            0.500784            0.394123             0.46272
            0.172245            0.337814            0.489531            0.524198
           0.0774862            0.335144            0.536982            0.487277
            0.706171            0.495759            0.446694            0.462567
            0.951522            0.431328            0.392697            0.463384
            0.563944            0.235141            0.533899             0.49701
            0.897316            0.837287            0.485187            0.510752
            0.403478            0.475697            0.512587             0.49387
             0.73825            0.176639            0.488066            0.495013
            0.537763            0.696865            0.517591            0.492656
            0.361043            0.280949            0.508875            0.520889
            0.528365            0.195745            0.468436            0.526699
           0.0139157            0.457645            0.495615            0.473581
            0.449545            0.171194            0.482391            0.464831
            0.497606            0.270343            0.582456            0.517809
           0.0927527            0.367884            0.440293            0.521985
