#             N = 1:              N = 2:             N = 10:            N = 100:
             7.23692            -1.95968            -1.14034           -0.226156
           -0.382462             6.25374            0.130633             39.3673
            0.558621           -0.830098            -28.9319             1.01983
             1.45879            0.607781           -0.137742            -1.34722
            0.891256             1.08471             1.01222            -1.76684
            -0.18579              45.292            -16.9468            0.457518
             0.26294            -3.29289            -21.4082             11.2098
           -0.259201            0.776275             1.07553             1.36716
           -0.424435             4.30577          -0.0684434           -0.721562
           0.0397228              6.7852           -0.585527            -0.80914
            0.138407           -0.243127           -0.533754            0.614477
            0.246094            0.394237           -0.354996           -0.237233
             -2.3158            0.943435            -1.15966            -6.30383
           -0.588944             10.6372             4.54617            0.998886
             5.13187            0.654784            -2.91205            0.433269
            -1.34927            -3.23903            0.683055            -1.37963
            0.718755           0.0393823            0.584493            -4.15295
             1.00887              1.5591              21.246             1.72718
            -1.15707             7.81961           -0.635198            0.258119
             22.6386            0.632423             3.80393            -1.26796
            -1.11117           -0.400289            0.719129            -4.14598
            -2.36209           0.0066187            0.114268             1.16387
           -0.260982           -0.506869            0.386036          -0.0431029
            -1.67999            -1.23526            -1.09922           -0.891105
            -1.37998            0.130757            0.496103          -0.0280087
             10.7387            -2.69937           -0.784669            0.365465
            -2.21459             -8.1033           -0.350555           -0.537362
            0.319814            0.934541            0.535867           -0.721529
             6.20885            -2.04899            0.344597             2.64157
            -7.07889            -0.52075            -25.7332            0.202921
           -0.389195           -0.522581             1.94697          -0.0281465
            0.493151             1.59889           -0.846026             0.89881
            -11.9673             2.63754           -0.453339            0.491049
             3.70979            -1.57506            0.146204            -1.97607
             3.65237           -0.337113             1.06821            -20.8762
           -0.702823            -2.99272             2.27817            0.336411
           -0.186675            -3.19283             2.90546             1.29791
           -0.728248            -0.17494           -0.157298            0.853144
            -1.06914             1.52257            0.952971            0.196232
             7.22568           -0.432086              0.8418             0.18744
             2.29883             -7.0352            -7.86098           -0.956197
            -2.09603             1.26969             6.21351             2.37696
            0.708799           -0.821841            0.343542           -0.414919
            0.213431           -0.125185             -1.2687            0.671113
            0.170945             3.38978            -4.38329            -1.16679
             1.04131            0.125272             10.4052           0.0392953
          -0.0880312             140.428            -3.06424             1.18921
            -3.18417            0.578931             6.13106          -0.0900322
             2.11638             1.08632            -1.28274             1.31119
            -2.04975            0.644856             -4.3362           -0.728267
             8.05386             3.36044             1.43772        -0.000901102
            -1.12106            0.939388            0.405513             4.15932
           0.0838836           -0.538799            0.887868            -2.18842
            -1.40438           -0.100177            -1.17892            -6.76238
             3.22133            0.670551            -9.54571             3.00704
            0.118664            0.148077             -3.5327            -1.18567
             3.07288             6.16122            0.727563            -7.95896
            -0.82853          -0.0751645             1.36332            -2.63723
             1.33225            0.337986           0.0995758           -0.306922
            -0.14147           -0.292608           0.0028603            0.453882
            -1.07359             1.24242           0.0462876           -0.249637
             1.79318             1.26214            0.710713          -0.0252363
             1.18359              2.5726            0.176512          -0.0232705
              2.9518            0.315976            -0.31963           -0.448998
             1.70416            -1.17178            -1.55318            -3.48931
           -0.186899            -3.76266            -6.90897            0.521642
             1.63388            -1.41164            -3.46514           -0.103249
            0.256281            -3.33846             1.30273           -0.114603
             -0.2704             1.12657             2.37031           0.0475782
            -7.80205           -0.681776            0.867754            0.705115
           -0.314386            -8.22809             1.33042             4.40003
            0.553707             1.66094              1.7096           -0.450085
          0.00297618           -0.563846            -38.3262           0.0887846
            -1.08351             3.98873             3.78028             6.70785
            0.274406            0.652219           -0.221067            -1.34781
             6.14942          -0.0995368            -12.4432            0.327079
             2.18995           -0.948197             1.12871            0.174399
              1.3655             6.02125           -0.716193           -0.940487
           -0.435536            -18.5243            0.599104           -0.532015
           -0.201405             1.44136            -1.83146            -1.22614
             3.26445            0.131762          -0.0387308           -0.348771
           -0.188567            -1.18763          -0.0593653           -0.307429
          -0.0793255            -0.72291            -4.87733           -0.102104
            0.219246            0.257144             1.04164            -1.93083
             2.07726            -2.93036           -0.724034             3.20266
            0.172832           -0.924495              -2.178           -0.760345
           -0.491022             21.5557            -3.31935             1.03541
           -0.859227           -0.101052           -0.839436             1.40265
            -2.88759           -0.479287             -2.3614           -0.522689
             1.95045            0.302254             2.20249            -1.81207
             1.28168            -4.69291           -0.121953           -0.135953
           -0.761338             10.4341             0.20043          -0.0926602
           -0.600923            -1.64447            0.938637          -0.0225391
            -2.01904           -0.167958           0.0655973           -0.639587
            0.741013           -0.385335          -0.0235055           -0.661514
            0.195262           -0.617106            0.569982              15.764
            0.340421             1.09509           -0.640221            -37.7146
           -0.432468          -0.0997715            -2.78523           -0.963772
            0.256953            0.126666            0.357116           -0.601772
              1.0231           0.0852974           -0.294938           -0.199157
           -0.241353           -0.151751          -0.0963643           -0.040263
           -0.790926          -0.0667186            0.278669            0.665969
             2.16615           -0.894637            0.452343           -0.113908
            0.597543            -0.91899             0.66523            0.733227
           -0.922374            -1.07961             1.38594           -0.054395
            -2.37315          -0.0521852            -1.03686           0.0767989
           -0.661071            0.426392            -1.19105            -1.17081
            0.539049             2.27501           -0.848293            0.311442
           -0.272519           -0.299934            -1.32452          -0.0362659
             1.96724            -1.94414            -1.10301            -0.26198
            0.957099            0.476639            0.275852            -0.29868
            -3.41223            -4.49534            -2.51074            -5.94635
            0.806087           -0.368272            -3.58157             2.97395
             0.66395             2.56414           -0.377702             19.0056
           -0.192843          -0.0476554             11.3992            -2.00628
             -1.0716            -1.56815           -0.369056             1.98759
            0.747941            -1.72294             -1.0959            -1.81739
           -0.127019             8.30573              1.0998            0.605909
             3.22607              5.3255           -0.106397          0.00918814
            -2.90345            -1.43761            -2.63974            -4.34094
         -0.00271175            -2.99451           -0.240116              2.0059
            -2.66688           -0.779304            -1.99284            -1.70805
            -5.27042            -1.20259             1.90011           -0.391749
            0.625086         -0.00496118             2.19922            -1.07301
            -48.1882            0.996031           -0.270678             1.69009
            -0.38443            -3.56804           -0.830173           -0.373155
           -0.795712             3.76456            -24.1675           -0.553276
            -0.84655            0.690832           -0.126255           -0.881247
             1.93088          -0.0540049            -0.92921            -0.33315
           -0.030845            0.755532            -6.49141            -1.35561
             4.64487            -1.59266            -2.49183             -1.5427
            -3.43672           -0.145585             18.8836           -0.783127
           -0.312219             35.2186            0.132556             1.56338
            0.226305             2.91293            -1.29605           -0.142277
              5.2889            -119.089            0.554523            -1.91597
             3.17242            -2.20803            -1.93221            0.232181
           -0.810645            -0.13289             0.81578           -0.771762
             1.04444             0.35514            -1.08303            0.567785
             10.1776             1.34474              6.4998           -0.280578
           -0.545462            -1.80161             1.16937             3.80398
            -2.03087            0.029702            -2.01631           -0.120252
             1.54316            -1.64934           0.0818501            0.979261
             3.00724            -0.85202             4.96333            -16.4031
           -0.110098            0.236247             0.22952             5.29152
            0.714221             10.5379           -0.954195            -3.99103
           -0.662931            -1.00399           -0.706771             2.23625
           -0.686707           -0.655199           -0.150987             2.59181
           -0.479624             9.10074            -12.0294             6.60317
            0.413331            -54.2362             1.69772            -2.60863
          -0.0689592            0.531612            0.087184             3.79249
             3.57626           -0.724893            0.417135             1.91171
            0.408431            0.301822              2.7169             1.38191
             0.69464            0.742356             1.10434             3.64565
            0.465172             1.45632              1.3081             2.19647
             2.48465            0.168347           -0.843656            -1.92169
             2.45969            -2.09881             4.06135              1.9472
             7.31429             2.01391          -0.0819517             1.92467
             6.39862            0.650254            -1.03052           -0.810925
           -0.333176            -2.51494          -0.0507584            -1.82765
             1.09452            -4.52623            0.479816           0.0178553
           -0.320686             1.32223             1.15608            0.142436
           -0.356727             2.11267             1.01271             1.19212
            -2.71743            -11.7794             1.11173            -1.16826
            0.426335            -2.73841            -6.17457            0.170267
            -6.68148            0.139443           0.0484962            -1.48693
            -1.47036             1.63587            -1.20752             -1.3573
           -0.622498             2.24015            0.972456            0.613143
           -0.702936            0.188992             1.76037           -0.367024
             3.66977            -2.55826            -5.27936           -0.453263
             4.63372           -0.122318            0.460375           -0.649366
            -1.18769            0.164395           -0.116427            0.612067
               1.601           -0.257419            -1.59672            0.275575
             3.15861          -0.0346827            -1.41744           0.0555818
             5.80008            -2.44981            0.951683             2.58414
            -0.63461            -0.59982         -0.00764103             0.25078
             165.679           -0.721887            -1.36578            0.394405
             1.74598             1.56718            -6.25691          -0.0190622
            -54.3382            0.298485            -0.26701           -0.739252
            -5.68046               5.937             1.42827           -0.726461
           0.0510009            -4.25847             -0.3961             0.51371
           -0.940004           -0.109624            0.866481          0.00779583
            -3.41543              1.3421           -0.819912             2.01585
            0.182692             9.81168            0.328306              1.5756
           -0.601718           -0.951509            0.232311             3.73633
            -1.52141             1.49698            0.157245           -0.294507
           -0.251408            -1.24433             1.58283           -0.305778
            -1.98438             1.05296             0.47925             1.31508
             3.76898            0.461423           -0.457514             1.06822
           -0.416306          0.00657741           0.0560554            -2.55124
           -0.171369            0.838185            -2.82222           -0.459829
           -0.812778           -0.086888              2.4708            0.219001
            0.947921             4.72713            -3.08096            0.850858
            -1.16805           -0.101038             1.57321           -0.838466
            -14.0122            -1.04209            -2.41861            0.564278
            -2.20835           -0.690801            0.567069            -1.01512
            -34.9831           0.0235421            0.426205            0.512467
             19.4854            -2.49392            -2.30709           -0.475936
             1.61335            0.832581          -0.0510876           -0.147398
            -1.85159            -9.85648           -0.864476            0.765471
             5.30082            0.357708             3.85407           -0.200168
           -0.764831            0.263842          -0.0646659            0.152918
             5.31168             1.67595            -1.42533            -17.3111
            -3.47713             1.54965            -2.60642              1.2202
            -61.7359            -6.91878             1.02419            0.080887
            -2.75636           -0.505296            -101.842            -0.41524
            0.546693            0.663767            -4.39973           0.0194867
            0.686582           -0.596628             -1.1149            0.499322
            0.850432           -0.584188           -0.225478             1.14481
             6.76033           -0.374438             1.04615             1.07852
             -1.3782            0.361828            -0.52751            -4.69824
             1.43974            0.136978            -2.66758            -1.34428
            -3.76584           -0.570916             1.35745           -0.392876
           -0.221508            -2.30306             8.60189             2.04843
            0.201745             2.50776             3.14351             125.704
            -1.44628           -0.930222            -2.03573            0.189099
             31.3832             2.11442           -0.078755            -4.26027
           -0.920528           -0.950791             2.49126             1.37815
            -3.54466           -0.454783           0.0390838          0.00934595
           -0.472932             4.28683           -0.128103           0.0780513
            0.291403            -2.67677            0.309817            -9.66783
           -0.223467             2.14638            -1.80663            -0.25938
           -0.412518            -1.02762           -0.371537            -4.69173
            0.776374            -17.3973            -1.97421             1.87125
           -0.355175             8.52916            -8.61714            0.556577
             2.95254             2.33477            0.786076            0.747366
           -0.365424             22.2046             2.02318             1.10892
           0.0382177            -1.06045           0.0559759             1.33383
         -0.00637993            -2.63089             1.37562             -1.8552
            0.117407            0.299864            0.128525            0.797891
             3.15171             1.94882             0.91453             1.04305
           -0.217048              17.209             1.01782            0.208544
             2.60956            0.894194            -2.14307            0.728442
           -0.545137             4.54461             2.70065            -2.93821
            0.185172            -1.08891            -0.33886             -8.4908
             1.60417           -0.979462            0.539378             1.47673
            -1.15126             3.31468            -42.2144               1.933
             1.17668            -1.45836           -0.183599            -1.77943
           -0.325453             0.74855           -0.983789            -2.14781
             4.27618           -0.525845              0.1739            -64.5545
             3.41795            0.379604             1.81674            -1.48307
            -1.41557             0.65767             1.49657             1.24929
            -1.22471            -1.56141             4.27806           -0.575217
           -0.418347            0.277213             5.12914            -0.22229
            -1.41349            0.654819           -0.516675           -0.618388
           -0.645728            -3.43047            0.672138             1.97895
             -4.2911             2.90445           -0.122221           -0.229425
          -0.0330335             30.3423              3.0833           -0.305764
           -0.560658           -0.994384            -1.20111             1.05631
             2.48947             4.58297             25.5917            0.520011
             7.60146             5.47332             13.2001             1.12857
            -1.52962            -1.10613            0.214132           -0.937375
           -0.319968           -0.141191            -4.23005            -7.13519
            0.201694            0.378826            -1.82908            -7.85599
           -0.408522          -0.0185354            -0.72989           -0.244819
            0.493274           -0.875184           -0.423215            -3.43251
            -0.29177           -0.464248           -0.178709            -1.00729
             1.45384           -0.340894            -13.4498           0.0851838
           -0.438018             6.63884            -1.06023             1.46291
           -0.495035             5.18851             1.63658           -0.769606
             -1.3562           -0.601281            -9.86399            0.978696
            -4.08228            0.252346            -9.71222           0.0263092
            0.946733            0.303497           -0.520906             3.08244
            0.393617           -0.044381            0.258291            -2.31491
             4.97293          -0.0572884             2.77718            -1.87963
           -0.938017             20.1914            0.316653             4.17711
           -0.195637            0.898498             5.75508             -2.6265
             10.1404            0.107653           -0.694636              1.9068
            -5.30305           -0.614564           -0.391466            0.188079
             1.58161           -0.345203            0.421484            0.468132
          -0.0642595            0.734021            -1.54268            0.903534
            -1.10813            0.652835             2.02118           0.0721159
             1.02983            0.159763            -1.40088            -1.19764
            0.748446             2.30749             1.88671          0.00305378
            -9.17201            0.382434             2.01207            -7.20808
            0.652907             0.78565            -2.60918            -1.55657
           -0.135992            -3.25519            -57.0283            -1.43997
            0.861775            0.330783             1.23048            0.298821
            -3.40937             0.61164            0.788763            -1.12911
           -0.527972           -0.197758          -0.0503217            0.427105
            -5.61742             4.64144            0.161521            -1.56682
          -0.0764739           -0.965715            -1.52343           -0.162118
            -34.6836            0.154244            -5.88997             -1098.6
            0.888138            -7.20696           -0.330891            0.614859
           -0.104818            -3.00039            0.972605           -0.363928
            0.378021             5.10073            0.283662           -0.476303
             6.02126            -4.25476             1.43572            -1.28727
           -0.156274           -0.277705             3.73021             1.25893
            0.392594            0.781614            -7.13646            -2.33296
            -3.37951             1.61186             1.49355            -15.7844
            0.624913          0.00877103            -1.02511            -2.54582
             2.44462             2.28565            0.667449            -3.13337
          -0.0499408            -4.39446            0.521272            0.456381
             6.10882            -3.52091            0.850456             1.13132
           -0.235018            0.552266            -1.15903           -0.533092
            0.331535           -0.425556             2.81451            -0.48983
            -1.66324            0.736979            -23.7031           0.0106738
           -0.143026            -11.4003           0.0879533            0.212959
             2.63037           -0.664465            -1.78139            0.184098
             0.19893           -0.344083           -0.104251           -0.173622
            0.139932            -0.25432           -0.505772            -5.53777
             1.06866           -0.188637            0.436149             -1.4429
              5.1821            -10.0828            -1.49669            -3.35003
            -1.40818            0.599068            0.105761             1.24563
            -1.66014            -1.30849           0.0890739            0.882291
            0.058524           -0.840747            -1.01347             1.39852
            0.610141            0.981338             1.15701           -0.272687
            -2.78911             3.03678            0.281512             1.80881
           -0.664678               17.52            -1.10672           -0.226306
           -0.188153           -0.158278             1.18432            -0.25926
            -12.3882            -1.62428            -1.12756           -0.473355
            0.212829            -6.34807           -0.957864            -1.99044
            -2.64398            -3.80697             1.48674           -0.645622
             1.25804             1.00165           -0.578698             11.8903
            0.757117           -0.750624            -1.41609             2.73492
           -0.193098           -0.927933            0.448623            -2.11098
           -0.499417             2.66091            -2.05387              1.3897
             1.32054            -1.23196            -1.41257            -3.50802
            0.659415            -3.34767            -1.75335           -0.697775
            0.326564           -0.414311             1.97514           -0.234211
            -1.88874          -0.0200739            -9.76662            0.824274
            -1.08525            0.554845             -3.1325           -0.630788
             7.11576            0.979604              1.7453             -8.5133
            -0.70027             9.11373           -0.101184            0.942009
            0.219819            0.652048           -0.503365            0.293683
             155.337             3.38932           -0.963246              1.2219
           -0.123946             1.45271              0.0538            -2.38715
             2.22273            0.503547           -0.555578             6.36257
           -0.779252             97.3747             2.21968            0.266151
             4.89132             15.7321             1.03787            -6.23274
            -118.464             -1.8525           -0.562132           0.0572537
          -0.0794859            0.533487             0.37291           -0.218233
              2.7601             24.5834            0.302988             10.8387
            0.795784          -0.0175821           -0.493006             8.28467
           -0.272727            -1.59392            -3.08348             5.53494
              2.6327             1.34311             1.08163           0.0716961
            0.440385            -4.76797              2.6573             -8.0142
            0.637298            -7.06902             114.507            -5.99592
            -1.03699           0.0182806             1.28617             -4.5339
            0.701255            0.243596            -2.44344            0.141848
            -2.11651            -0.20828            0.304933             3.33375
            0.547817            -1.76042             1.63351            -184.554
            -2.47189           -0.136412           -0.453855            0.963548
           -0.605987           -0.422425            0.517412             2.38747
           -0.287783            0.858281          -0.0987791             3.88087
             0.25955             -1.1718              38.421           -0.189683
            0.871958           -0.462759            -0.63453            0.305405
            0.415437            0.225864            -5.37813          -0.0401053
             2.15398          -0.0296694            0.902435            -3.36788
          -0.0659102           0.0696311           -0.680736             1.13117
            -10.1471             1.70342             1.89855            -0.42113
             4.51506              -3.136           -0.316193            0.733689
             -1.2023              0.2852            -0.18283            -1.21119
           -0.210975             2.52391            -2.76361             0.28903
             28.9836            0.685739           -0.962348            0.819946
            -1.61172             -1.2924            0.073347             1.69992
           -0.515873           -0.641949            -3.24862           -0.891861
            0.610572            -1.48767            0.429057            -1.87796
             -1.7228            0.200558            -1.59922            -8.81696
             9.99274           -0.793112             4.87088            -1.95673
             1.32552             1.34898            0.211857           -0.751928
            -1.59396           -0.499885            -1.36231            0.119223
            -1.05384            0.365701             2.97565             1.20107
              3.3317            -1.84403             2.97017            -1.90188
            0.317974           -0.444056             -2.3283           -0.192684
            0.984591             -0.2202            -1.93862           0.0638773
            -24.2451            -2.47743             1.56805           -0.976013
              17.199            0.466227           -0.740126           -0.242074
            -4.19809           -0.303613            -0.57525            0.554233
            0.172384           -0.790321             1.19634            0.465661
             0.31567            0.752996            0.283268             1.42453
           -0.816909            -1.53122             5.32487             3.19244
            -17.2939            0.298753           -0.440938             4.21423
           0.0652532            -1.08297            -1.14061            -3.12649
            0.396308             1.24498             1.42304           -0.869058
           -0.343534            -2.98553            0.720876           -0.608416
            0.890688             1.43117            -3.57869             3.46547
           -0.379966            -3.56879             0.12286        -0.000109902
            0.222886             3.76569             4.43728            -1.55081
            0.624126             13.5482           -0.285278            -1.12143
             1.09576             4.73282             -9.9157           -0.364587
             2.14469            0.549687           0.0101754           -0.033378
           0.0717314           -0.765462             1.71549            -1.09788
           -0.313667             16.3751           0.0560676             1.16524
            -0.27609            -7.86981            0.333181             0.66469
            0.389226           0.0608296            -1.97255            -5.25532
            -4.55937           -0.496053            -2.10068              1.6362
             -8.7291            0.427225            0.902223             7.72989
           -0.395859             3.40887            -1.52532            -2.76997
            0.843923           -0.710824            -4.77103            -4.44266
             1.99324           -0.371829           -0.122971            -7.95881
           -0.810196              75.223            0.590013             1.45576
             -456.92             2.51236            0.423354           -0.233135
           -0.185964            0.325789             10.8528            0.211694
           -0.675042            0.638828            -1.23695              5.1793
            -8.81475             -2.1309            -2.03222            0.569459
            -6.45939            -5.14542             0.59576          -0.0653341
            0.187049            0.779062            0.133574             1.87056
            -1.46707            0.449498            -0.41806            -1.66575
              5.3586            -7.05358            0.240516             9.25465
             3.06509             3.42535            0.928736            -7.26915
           -0.495244            0.241607            -11.4457            -10.0573
            0.434884             4.65052           -0.440743            -1.86472
            0.115579           -0.886905              2.0528             1.05502
            -1.35593            0.274973          -0.0621654            -1.65486
            0.784274            0.180481            -1.55071          -0.0504239
            -1.72284             1.45992           -0.909989             3.30166
            -2.09937             26.0597            -2.08075            -1.05375
            -7.36942            -5.58051            -1.62745            0.603238
            -1.94681           -0.302848           -0.526288           -0.268871
            -11.2126             -2.5281            -64.6816            -1.42487
             3.03662             1.23636            -2.88291           -0.234879
          -0.0753272             2.11627           -0.528988            -1.23529
            -0.27291             2.94708            -48.9107             -2.2509
            0.179215             1.83193           -0.771049           -0.739402
           -0.330755             28.2365            -1.36264            -1.30213
            0.408069            -2.11892             10.0789           -0.590706
            -1.11931            -1.54046           -0.341552            -36.7482
          -0.0716683             7.59471           -0.806554            -1.24764
             0.12488            -1.79244           -0.318731             1.94936
            -3.86171            0.162242             1.20913            0.613248
           -0.117535             1.56337            0.991297           -0.255764
             0.83394            -3.27011             2.23605            -2.37925
            -23.6243             1.29103            -3.60351           -0.241703
             1.94925             4.07249           -0.635195          -0.0367706
            0.154963            -0.75693             0.34737            -2.93438
          -0.0471098           -0.615986           -0.056384            -2.63876
              1.4095           -0.207809            0.604211            -1.56774
           0.0640189            -1.92349              3.5962             1.80557
          -0.0178619             -5.5052            0.320986           -0.105169
            0.495399            0.157979            0.904145            -16.4075
            -1.76166            0.847571            0.119228            0.616291
            -14.1616            -15.0089            -2.09439             2.60668
             2.57298           -0.176454             15.3573           -0.566883
            -1.25282             2.26812            0.153399           -0.046304
             2.29373            0.994669           -0.923249            0.547475
           -0.776138           -0.370274           -0.642032          -0.0533486
            -1.75968           -0.759108             0.49346            -1.24958
          -0.0144573            -2.16028            0.256186            -1.74433
           -0.654537           -0.196382             2.01955            -13.7472
            -3.34678             1.46279           -0.621278           -0.204909
              3.0836            0.255121             42.6647           0.0761814
            0.234626           -0.803332             1.33054           0.0431703
             100.493             1.38388             9.16931            -0.86707
            0.622721           -0.661512             3.11459             -2.3961
            -1.26585           -0.481742           -0.831383            -1.45699
            0.532039            -1.37534             1.38709            -3.98845
           0.0881749            0.913292            -3.16662            0.958247
          -0.0212406             2.91263            -1.73569           -0.167592
            0.697603           0.0585258           -0.401653             5.74706
             -2.7644             -1.1108            0.578942            -2.99262
             6.06839             3.21398             1.33151             2.04281
            -2.61418             1.16061             1.35542            -1.33651
            0.508433           -0.190264            0.128113            -5.13847
            0.191872               1.102           0.0773201           -0.637379
          -0.0595677            -35126.9             -1.1226            -2.18897
            0.150702            0.100833            -1.85768             6.06478
            -2.29476           -0.236323            0.342001           0.0956693
           -0.783325            -3.62765              0.7679           -0.991269
             2.11311            -27.6428           -0.625703           -0.749833
            0.549009            -60.4253             1.81141            0.465238
             3.17883           0.0532935           -0.153179            -0.38937
             -1.2112             47.5118           -0.466725            -1.32662
            -1.38091           -0.385682            0.588069            -7.86351
             657.499             2.73081             5.15749             1.54587
          -0.0524926               0.252             2.28737             2.27151
             1.03691            -7.70806            0.711811            -4.24754
           -0.959668             2.17075             2.26403             1.46285
            -3.72023            0.210088             3.25826            0.329157
             1.78858           -0.463235            -1.62921           -0.966193
           -0.514319           -0.831114            -1.09496            0.318027
            0.303751           -0.161527             1.07061            -1.53821
            -0.56776           -0.348008           -0.344909             1.00398
           -0.662373            0.155417             20.0662           -0.855243
            0.321226           -0.154264            0.626599             1.18991
            -1.17025            0.157701            0.465924           -0.217801
             2.58784             0.48265            -2.58779             1.35583
             -4.5592             1.76853            -2.23251            -1.02943
            -1.01551            0.292773            0.214409           -0.362984
             12.4321            0.518276           -0.215613             1.54245
           -0.116198           -0.965902            -0.97641            -3.62995
            0.253338             1.08937            -7.67888             2.48525
            -1.11942            0.423394             2.68513            -3.68888
            -12.7877            0.264818            -62.8927            0.278735
             24.0401             1.08057            -1.08528             3.45491
             4.30963            0.412131            -2.05887            0.549298
            -1.72051            0.779889            0.759692           -0.831084
            0.678685             -5.0486           -0.234152            -0.29592
            -9.74798              7.6891           -0.245805             0.82396
           -0.608161            0.645939              4.1271             1.79188
            0.208018            0.467429           -0.192032             -18.046
            0.501163             4.60498            0.717885            -1.69058
           -0.329352          -0.0178102             82.1585           -0.116117
             1.65003            0.390773            -3.83251           -0.742825
             1.32305            0.129309            -0.41965            -3.11041
             10.0032             1.23474           -0.330761           -0.169419
            -1.16128            0.429068             1.26863            0.770595
             -1.3473           -0.267386            -2.19084             4.73538
           -0.347613             2.48726            -1.72885              1.9314
             8.37526           -0.420554             1.10184             1.16165
            -2.00031             -3.2288            0.385703            0.601673
             0.27061            0.805382             3.51453              2.8701
            0.611176            0.228391            -3.08006             2.40438
             3.30662           -0.597134            0.190758            0.270507
            -1.55526            -3.79381              8.7188            0.542108
           -0.754065           0.0347225            -1.51911             1.14639
            0.186033           0.0575502          -0.0883466            0.627286
            -1.69378            -0.30334            -1.65338           -0.230055
             6.64137            -10.7367            -2.42826            -5.02135
           0.0744673            -1.19387          -0.0960366            0.963815
              6.0231           -0.611007          -0.0437404              3.6075
           -0.504892             1.66476            -0.96824           -0.393966
           -0.419478           -0.408671           -0.409163            -3.13895
           0.0379928             1.74706             10.7095           -0.937974
           -0.469618            -3.67585            0.153476           -0.778652
           -0.597159           0.0738338         -0.00496198            0.801197
             1.43071           -0.199957             29.6141            0.105497
             2.15897             4.08837             0.46064          -0.0805154
            0.149578            0.199621             3.82774           -0.666924
             -1.8068           -0.217754           -0.778426           -0.817315
            -1.00238            -1.30878            -6.02456            -10.0614
             5.84996             1.70811            0.468137             1.86488
             4.46526          -0.0381625             14.1798            -10.7058
            0.497123            0.452321           -0.799842             1.07264
           -0.667433            -1.92361            -2.00089           0.0115619
            -12.6156            -16.4124            0.602681           -0.515375
            -1.27735             1.15343             -3.6798           -0.117814
            -24.6158           -0.988639             1.61141             1.81129
            -1.33675            -2.66429           -0.024792            -1.84762
            -1.79352          -0.0154155             -2.1082             2.69113
             1.65542            0.437441            0.161413            -1.15954
            -1.90832             2.14794            0.545394            -1.09482
            -5.16979           -0.470512            -1.76083            0.883077
            -2.94786            0.463924            0.612725           -0.394076
              -4.549             2.35988            -2.86233            0.305231
             0.10688            -9.13195           -0.487489            0.587378
            0.192467             1.52351             3.69734            -1.05306
          -0.0507167            -3.32375          -0.0476408          -0.0482421
             18.7847             8.25253             1.17779             1.73317
            -1.50456            0.930593            0.661724            0.332501
            0.160899           -0.839026             2.09299              78.301
            0.562805          -0.0508351            0.862198            -3.80957
           -0.502122            -1.98533           -0.521777           -0.763087
            -3.53978           -0.548789            0.193721             28.7584
            0.484647            -1.51488           -0.928576            0.750488
             1.13539           -0.936828            0.335698            0.356731
           -0.787421             5.46442           -0.321766             1.67288
             3.28154            0.311904            0.315517            0.395117
           -0.845664            -1.04196           -0.275301           -0.838153
            0.202149           -0.186173             0.82338            0.264728
             2.12572           -0.352526            -1.30012           -0.517481
            -7.46795           0.0865552             1.28252             1.01043
           -0.967178            -1.10487            0.151852           -0.168418
            -3.10569           0.0163928            -61.0261             4.17728
            0.330463            0.562795            -1.13076           -0.733228
             1.01398            -1.40374           -0.332452            -19.3527
           -0.233898            0.511484            0.986774            0.327462
