#             N = 1:              N = 2:             N = 10:            N = 100:
            0.308706            0.160942            0.743926              1.0308
             3.52018             1.59936            0.727587            0.766436
             2.07993             1.06803             1.39802            0.934596
           0.0509691             2.09474            0.769208             0.97084
             4.20606            0.332587            0.743904            0.984141
            0.386704             2.95808             1.23426             0.93785
            0.791052             0.31406            0.742999             1.19088
             1.94361             1.13839             1.60177            0.934149
           0.0398272             0.12574            0.850501             1.10747
             4.08072             1.43207             1.25793            0.927281
            0.199085             1.80778            0.888413             1.10707
             1.30057             0.68965            0.935012            0.996921
            0.458797             1.06184            0.877056             1.07727
             1.28361             2.08437            0.856951            0.907846
            0.652832            0.867761            0.664577            0.969047
             1.38764            0.472322            0.427954             1.08418
             1.32115              1.0537             1.09477            0.980164
           0.0725726             2.49106             1.54757            0.964558
            0.392605            0.251258            0.880025             1.15775
             1.68128            0.125555             1.33689            0.825275
            0.720416             1.72498            0.478616             1.15496
              2.1803             1.58894             0.87647            0.952874
            0.925239              1.7264            0.806048            0.933534
             1.38001            0.716823            0.610451             1.04422
            0.126666             1.44834              1.1083             1.22182
            0.737749             1.87471            0.770465             1.18914
            0.440084            0.341584            0.502101            0.890784
             1.20758            0.638786             1.20492             1.10198
              3.0209            0.566082            0.870241            0.950562
            0.102587             1.86713            0.886639            0.924015
             0.86848             1.02626            0.703507             1.07475
              2.2014            0.328665             1.41766             1.13693
           0.0216173             1.09823             1.01996            0.895665
            0.276219             1.10757             1.28225             1.04948
            0.265857            0.407549              1.0199            0.897516
            0.626501             1.24006            0.894362             1.09388
            0.654284            0.368189            0.825951            0.935871
             0.24576            0.580789             0.59316            0.856718
           0.0521908             1.31847            0.536636            0.899356
             2.48104             1.23883            0.670761             1.00796
           0.0266458            0.574527             1.01746               1.092
            0.935982            0.520818             1.24186            0.962155
              1.8053            0.934824              1.1919             1.05112
           0.0806142              1.7294            0.640557            0.825196
            0.325934            0.649128            0.768398             1.05365
            0.960675            0.227229            0.610459             1.03366
             1.70298            0.628946            0.942766               1.275
            0.260469             1.25068            0.700389            0.986447
            0.319116            0.485608             1.48353             1.01271
            0.246935            0.899076             1.38196             1.13715
           0.0613691           0.0629736            0.591412             1.06679
           0.0319422             2.87424            0.644493            0.872825
           0.0688051             2.30444            0.517681             1.04042
             1.12643              3.2099            0.682655            0.906763
            0.102682            0.215269             1.06232             1.05079
            0.398867             1.54216             0.73518            0.984733
            0.560848            0.564942            0.834572            0.981988
                1.72             1.93265             1.03023            0.889476
           0.0114636            0.278214             1.31261             1.05401
            0.947637            0.566169              1.0813            0.946235
            0.935136            0.813231            0.720365              1.1316
            0.915402             1.74602            0.624909             1.07587
             1.32386            0.852879             1.33668            0.980272
            0.741945              1.1967            0.776195             1.02802
            0.535899            0.170173            0.965625              1.0193
             2.43598            0.610088             0.90853             1.00921
           0.0628833            0.216886             1.27229             1.02383
           0.0789525             1.56092             1.52301            0.899821
            0.295874            0.498228             1.03224             1.01574
            0.449313             3.21416            0.664909              1.0306
             1.43348             2.68416             1.64989             1.04602
             2.22996             1.45696             1.05281            0.944332
            0.451079             0.37676             1.36272            0.918261
             4.54505             1.69837            0.586254             1.14447
            0.277637            0.629966             1.22056              1.0014
             2.31221             0.17284             1.21513            0.987903
            0.185364             1.52206            0.805475             1.12426
             3.59949             1.64437             1.52325             1.00359
            0.140212            0.761646            0.977936             1.07998
            0.743264             1.54555            0.885667             1.00515
             1.03609             0.68188             1.20525             1.01322
            0.227253            0.661085            0.845224            0.897399
            0.139246            0.482482             1.11578             0.94833
             3.19285            0.256179             1.33011             1.01233
            0.096429             0.83833            0.750492              1.0508
             4.61346             1.69224            0.859763            0.995053
             1.47941             1.83067            0.374266             1.07167
             2.42375             2.11376             1.33318            0.904088
            0.869955             2.15215            0.990485             1.00956
            0.375112             1.74497            0.992037             1.08823
             2.30155            0.601219             0.85494            0.963107
             2.97749            0.191922            0.696206             1.16517
            0.509627           0.0152316             1.08272             1.12973
            0.225251             2.47175             1.73715             1.00802
            0.656454           0.0188127            0.941175             1.02688
           0.0167771             1.03628            0.694558            0.827157
              1.1339            0.254068             1.25365            0.958379
            0.264091             1.46908              1.2013            0.870552
             1.67934            0.315072             1.27937             1.22502
             1.43201            0.447043             1.05267             1.04777
            0.303661            0.992471             1.85049              0.9573
             1.32198             1.37901            0.874707             1.06986
            0.424133             1.48892            0.847911              1.0494
           0.0224253            0.732853            0.781103             1.07465
              2.3598             1.20693             1.23293            0.930274
            0.245913             1.16691             1.02966            0.869302
             1.68011            0.578257             1.10438             1.08073
            0.811358             1.76498             1.20221             1.17482
            0.575223              1.0449            0.657176             1.22951
            0.669768             1.16397             1.17895             1.02955
            0.947566            0.851473            0.470319             1.09167
           0.0370551             2.58757            0.547831             1.06633
            0.932851           0.0919169            0.924835             1.09346
             1.53686             1.78465             1.12807              1.1855
            0.391424            0.495902            0.793442              1.0498
            0.342731            0.588672             1.10834             1.16994
             0.29675            0.227379            0.689137             1.07603
               1.471            0.984311             1.04086             1.00501
          0.00998897            0.336225             1.20548            0.994278
            0.150707            0.822947            0.575692            0.899855
            0.217347            0.361155            0.979538            0.980398
             1.60411            0.307241            0.669257            0.971627
             1.12053             0.26308             0.80813            0.987222
            0.188259            0.553737            0.606259              1.0334
             2.12155             1.58866            0.634688            0.937468
            0.247398            0.981333            0.755512            0.951738
            0.897847             2.67515            0.740822            0.985375
           0.0583561            0.189385             1.75895            0.992968
             1.39411            0.486064             1.24696             1.02083
             2.08272             1.22141            0.627815             1.00651
             1.86691            0.719851            0.669735            0.942362
           0.0854901             1.15334            0.641673            0.981394
              1.8428            0.494594             1.23445             1.06459
             1.41251            0.457234              1.1361             1.13732
              0.1766            0.420718             1.34527            0.976186
            0.610692             2.02066            0.825044             1.15383
           0.0476207            0.945572             1.50865            0.994344
            0.213162             1.17944            0.617921             1.19329
            0.585403            0.549711            0.586851            0.726262
            0.505884            0.693968            0.790652            0.980107
            0.330381            0.835135             1.26258            0.867718
             0.15474             1.41104             0.92957             1.13948
            0.291855             1.15559            0.657311            0.929983
            0.567517             2.86552             1.27907             1.06591
            0.463635            0.603173             1.14858            0.920651
            0.134741            0.378778            0.878601            0.981709
             2.81661            0.865752             1.03044             1.09856
              1.6696             1.35818            0.853308             1.15565
            0.087032            0.509811            0.752696              1.0156
             2.97819             1.13781            0.856888            0.975449
            0.763895            0.192507             1.03546             1.08857
           0.0333782            0.953721            0.796821            0.915415
             1.86174             1.50187            0.640507             1.05814
             1.34253            0.983159             1.26493            0.915238
            0.404638            0.607559             1.39557             1.10965
             1.53305            0.282497            0.862017            0.998355
            0.498124            0.901762            0.898028            0.999211
            0.288206             1.00444            0.594979              1.0485
            0.316079              1.2928            0.758909             1.16677
             2.27216             3.69709             1.11561             1.09682
            0.874711            0.736167             1.36315              1.2166
           0.0516917            0.286602             1.16941             1.04468
            0.445322            0.341189             0.52505            0.919382
           0.0283593             1.13968            0.645741             1.12427
             1.12835             1.64704             1.23105            0.958029
            0.236288           0.0403109             0.47269            0.920499
             0.29105             1.58887            0.855256             1.05937
           0.0130411             1.10805             1.06562            0.923361
            0.335255            0.593682             1.01079             1.12043
            0.339559            0.666247             1.21414             1.05346
            0.510066            0.309733              1.2368            0.890255
            0.112662            0.258728            0.832466             1.11446
             1.00461             2.29604             1.14595             1.11096
             1.77187             2.31815             1.00053             1.07192
            0.281139            0.397771            0.519156             1.02195
            0.487624             2.10486            0.774521             1.00624
            0.489088            0.739888             1.51209             1.08838
             1.81269            0.657969            0.753151             1.02052
           0.0652765            0.954694             1.15276             1.02282
            0.978984             2.66755             1.07098            0.903982
             1.65606             0.28263            0.915313             1.10247
            0.958762             0.95734            0.607308             1.03826
             1.08802             1.09931            0.572412             1.01524
           0.0182057             1.68373             1.21692            0.996994
             3.79957            0.523155            0.442265             1.12527
            0.666315              2.4956            0.978088             1.03731
            0.379329            0.547261             1.29211             1.07937
             1.43276             1.51653             0.61169             1.08248
             1.56949             1.48598             1.00675             1.04913
             1.16294             1.06764             1.04174             1.10001
             1.18571            0.667952            0.764529             0.91486
         0.000648624             1.43105             1.10044             1.01021
            0.144073            0.807794            0.842669             1.08897
             1.33279            0.164231            0.860927            0.908131
             1.40743              0.4207            0.863883             1.09389
             3.27692            0.901321            0.773953             1.02663
            0.374177             1.48887             0.91104            0.883171
             2.29209             0.56831            0.833745            0.821942
             0.93954            0.545319             1.34592            0.858807
              1.3487            0.130556            0.643299             1.02233
            0.296364            0.678617             0.42528             1.06538
            0.534202            0.770408            0.957997            0.962639
            0.459454            0.485974            0.725691             1.17571
            0.628879             1.38965            0.950291             1.03242
             0.56201            0.542875            0.968647             1.12809
             4.83311            0.835381             1.26543            0.948241
            0.525467            0.866363            0.993135            0.976514
            0.471966             2.57347             1.26695            0.937641
            0.395705            0.458618            0.894321              1.0202
             1.06478            0.115437             1.28954             1.04762
             1.32988            0.667489            0.792864             1.03836
           0.0618638             1.19687             1.21392            0.942598
            0.403974             1.00016            0.704171             1.02861
            0.586299            0.244929             1.47165             1.02017
            0.411277            0.330856             1.13588              1.1133
            0.339796             1.39772             0.71005            0.782385
             1.63944             0.83389             1.94247             1.02929
            0.527002            0.962055            0.863243            0.860447
            0.277838            0.285841             1.39465            0.907191
             2.53017             1.16919              1.7302            0.972968
          0.00957736            0.492496             1.01683               1.048
             1.32811             1.06343            0.772084             1.00147
           0.0829855             1.72174            0.836246            0.992572
            0.298732             0.58674              1.1038             1.10462
            0.109886             2.12466            0.568253            0.911092
            0.056584            0.342697            0.550894            0.955939
             0.47283             1.03787             1.27966            0.808769
              1.4295            0.416479            0.747944             1.10422
              0.3189             1.17798             1.34059            0.940918
           0.0801049             1.06748             1.17492            0.928124
             1.24411             1.45164             1.39275            0.916045
            0.378091             0.89163            0.846281             1.02845
             0.25607            0.970452             1.24412             1.17914
            0.588953             1.68302             1.35424            0.916445
             1.02768             0.71356            0.828389             1.09977
            0.868998            0.743712             1.38293             0.99861
            0.237102             1.02386            0.930815             1.03906
            0.319555            0.786574             1.41494             1.05917
             1.03402            0.724468              1.6115            0.879214
            0.848583             1.03716             1.51841            0.820845
            0.340841            0.908384             1.05598             1.02005
             1.42742            0.572997            0.821765            0.954514
           0.0295697             1.34611            0.829861            0.993822
            0.347943             1.34846            0.720165            0.984204
            0.279522             0.71656             1.07481             1.05846
            0.450102             1.43575            0.550756            0.996889
             2.52043             1.31655            0.833864            0.877096
            0.645871            0.338885            0.378212             1.10484
            0.163373            0.145401              1.2617             1.02379
             2.23165            0.362232            0.975151            0.936842
             0.36232             1.99935            0.984974             1.03925
            0.271512             3.25973              1.0231            0.979025
               0.594             1.75389             1.58397             1.20013
             2.76799            0.584942             1.25446             1.05251
            0.314475            0.472753            0.756855            0.986232
             1.48705            0.872845             1.15025             0.90257
            0.443663            0.533084             1.49223             1.02589
             1.49395             0.47731             1.39186             1.02398
             1.07089             1.24348            0.938689            0.928577
            0.158019            0.233033            0.778117             1.20694
             1.43353             1.09761            0.653503             1.16661
             1.01017             1.54759            0.416528            0.918814
            0.417004            0.491611             1.02121             1.04301
             0.28409             1.78942             1.61783             1.07191
           0.0395557             2.57734             1.02066             1.07382
           0.0437285              1.3587            0.865393             0.95842
            0.615074            0.326029            0.874613            0.938235
            0.767812            0.228412            0.846256            0.989682
           0.0669466            0.904261            0.608625              0.8261
            0.191218            0.549713            0.552318            0.930094
            0.522438            0.372583            0.588665            0.911603
              1.4913            0.464472            0.864032             1.03931
            0.232485            0.464955             1.26412             1.16748
             1.26061           0.0988486             1.12006              1.1016
           0.0154218            0.462698             1.68562             0.89811
              1.0547           0.0834375            0.769858             1.05434
             2.89363            0.230248            0.859316            0.903379
            0.704914             1.56587            0.439787            0.917523
             1.47151            0.610855             0.78315             1.04526
             1.05042            0.618693            0.805671            0.888754
            0.289177             1.61434             1.08368             1.08292
             0.24964             1.36841              1.0361            0.968904
            0.354826            0.541081             1.05256             1.00014
            0.119155            0.436176             1.01045             1.14628
            0.240745            0.437821            0.836913             1.00657
            0.238078            0.980332            0.950245             1.24588
             1.87285              1.4076            0.996627             1.02958
            0.252626            0.713764             1.05569            0.968779
           0.0742907            0.578102            0.857909            0.976904
             3.00749            0.706287            0.925251            0.890547
             1.08921            0.238735            0.780084             1.12534
            0.248341            0.698238             0.82739            0.954732
             2.87627            0.251076            0.927755             1.04656
           0.0468618            0.495071             1.30502            0.876146
             1.09054            0.728918             1.30637            0.793816
             2.47366            0.779791             1.16887              1.1035
            0.766637            0.766577            0.589081            0.824797
             1.93457             2.34995            0.857828            0.993773
            0.676738             1.55874             1.29355            0.964638
            0.725972             1.38435            0.593658              1.1041
             2.30621            0.394379             0.75013             1.12407
             1.24538             1.60792            0.836566            0.930329
            0.227312             0.62622             1.09298             1.12085
            0.576151            0.727449            0.795418            0.959279
            0.646809            0.824416             1.08691            0.872259
           0.0559313            0.573606            0.659896             1.18507
             1.00075            0.819822             1.03478             1.02703
            0.948517            0.380911            0.770414             0.89519
             1.89252            0.244739            0.770066              1.0511
            0.516838              2.1787            0.546926            0.968377
            0.902599            0.919806             1.74028            0.957257
             1.00184             1.08737             1.10841             0.86567
            0.761285            0.624911             1.23997             0.91328
            0.429351             1.51654             1.63763             1.17674
            0.386789             1.70546             1.14415             1.03118
            0.850155              1.6867            0.765536             1.02807
            0.208401            0.343266             1.09625             1.04876
            0.499104              1.2354            0.717507             1.12972
             1.43973             0.77634             1.05623             1.03282
             1.51523            0.531242             1.04869            0.847563
            0.868813           0.0323978            0.549031            0.965209
             1.16095             1.09477             1.55211             1.12343
           0.0385431             1.31901             1.14006             1.09889
            0.205372            0.956151             1.47381             1.24919
             1.71853            0.400006             1.20052            0.891063
            0.058167            0.687761            0.902623            0.929712
            0.901146            0.848567             1.70268             1.06231
            0.538108            0.845842             1.01342            0.980471
            0.553906            0.844259             1.54985              1.1565
            0.109276             1.77683             1.99771            0.963607
            0.653234            0.578206            0.840677             1.04266
            0.438909             1.05255             1.07678               1.064
           0.0629722             1.18398             1.21324             1.03904
            0.101643            0.413464             1.04823             1.22384
            0.121611            0.812332            0.749024            0.863235
             1.39758            0.743845             1.04268             1.00099
             1.52145             1.11757             0.78133             1.16781
             0.65309             1.09325              1.2992            0.922696
            0.602564             1.92302             1.01347            0.887069
            0.708112             2.61598             1.56601             1.10296
             1.12625             4.03805            0.787291             1.20944
            0.574143            0.367637            0.825047            0.832346
            0.825829             1.72808             1.16118            0.777327
             1.00508           0.0293264             1.65528             1.25752
            0.413565            0.339377             1.20141             1.05182
            0.802079            0.546979             1.40727             1.09657
           0.0985703            0.990736             1.61604             1.00863
            0.562836             1.97224            0.523649             1.08067
             2.64209            0.439821            0.594132            0.945838
            0.329321            0.335595              1.4111             1.07467
            0.702382            0.457493             1.09932             0.89883
             0.95633            0.683193            0.525064             1.00977
             2.95106             1.89749            0.690528            0.895959
           0.0483673             1.06195            0.906012            0.824695
            0.414019            0.857812              1.0615            0.966939
            0.316087             0.89104            0.587908            0.971542
             1.15995             2.09623            0.717789            0.926734
            0.169021            0.942153            0.918937             1.05688
            0.549211             1.18079             1.07718            0.883999
            0.267186            0.363668              1.2735            0.898297
            0.973844             2.90269              1.6518              1.1406
            0.789254             0.55562             2.21842            0.896362
           0.0167301             2.37504            0.781055             1.09271
             0.77443            0.412326              0.7887            0.937486
            0.316451            0.398879             1.20437              1.0549
            0.519927            0.305281             1.54825            0.918893
            0.415495            0.309785            0.805516            0.960443
             1.65102             0.53962            0.602177             1.05348
            0.158501             0.95379             1.25844            0.939169
             1.26564             1.32489             1.08482            0.898427
            0.425903             3.25372            0.646055              0.8107
             2.42325            0.963387            0.688315             1.01731
             1.71714             1.57393              1.0622             1.06684
            0.799049             2.29478            0.773874             1.11501
            0.227894             1.93191            0.814663            0.890285
            0.235737            0.988806             1.07268             1.00387
            0.963796            0.381789             1.01031            0.963838
               3.133             1.35194             1.02431             1.13342
             3.09983             1.21877             1.36441             0.94471
            0.476048            0.338864             1.43586             1.03482
            0.532891             0.83413             1.12944             1.03765
            0.222092            0.397822            0.772362            0.871867
              1.4616             1.19998             1.79893            0.977489
              3.3556               1.003             1.13129             1.06316
            0.269667            0.196837            0.717634             1.00583
           0.0906925             1.63674            0.817025            0.887151
              1.5215            0.722991             1.12529             1.04533
             1.85334            0.971846            0.978971            0.996499
            0.187665             0.28584            0.634473            0.887814
             1.53327            0.798499             1.06928             1.03601
              1.2973             1.78485             1.50303             1.05452
             1.34107            0.370364              1.6682            0.940446
           0.0423387             1.69716             1.10925            0.915843
             1.77269             1.24294             1.83525            0.929625
            0.656925             0.23801            0.911609            0.835058
             1.05237            0.193169              1.2848            0.780958
             2.53332             2.04258             1.50811             1.03131
            0.318159            0.619287            0.824508             1.03765
             1.45342            0.185843             0.70217            0.851117
             1.70275            0.410597             1.01676             1.02113
            0.206581             1.96135            0.647413            0.960094
             4.87473            0.498738            0.452858              0.9539
           0.0493675            0.419271            0.637215             1.12758
             1.32218             1.69874             1.07757            0.884389
             1.71338            0.808426            0.855606            0.913966
            0.251382             1.01761            0.768137            0.755016
           0.0811113             0.85201            0.961506             1.01471
            0.776722             2.25673             1.12917            0.835922
            0.872112            0.756377            0.628202             1.19755
             3.24644            0.745808              1.3559             1.00055
            0.665307             1.41939             0.65585            0.989144
           0.0368136            0.897294            0.640101             1.05429
            0.950567             1.72262            0.759172            0.899214
           0.0648779            0.351019             1.26096             1.04042
             1.10278            0.694929            0.863468            0.960048
             1.45768            0.564121             0.93058             1.07195
            0.685755             1.74176             1.59902             1.08044
           0.0205425            0.471239             0.83934            0.928389
            0.467452            0.351204             0.43362            0.882487
             1.27628            0.517684             1.14836             1.00856
              2.0391             1.24603            0.519931             1.00417
            0.373555            0.595205             1.07434            0.955661
            0.792885              1.0049            0.962108              1.0256
             0.67327             1.26335            0.598735            0.954986
             1.93424             1.17438            0.960498            0.977911
            0.255628            0.720447            0.694088             1.00525
            0.127864            0.892584            0.869742             1.01935
              0.3057            0.543677             1.21114            0.946242
             1.14932            0.749612             1.68838            0.929577
            0.873533              1.7297             1.20203             1.00108
            0.817297            0.951195             1.11016            0.982698
            0.543926            0.504149            0.906322              1.0134
            0.857389            0.956643             1.27023            0.894714
            0.141873             2.08745            0.798343            0.799219
            0.951265             1.24822             1.11554            0.964272
         0.000112357            0.400689             0.70967              1.2215
             2.27737            0.206293             1.36569            0.929222
             1.18019             1.22515             1.44703            0.926686
            0.238573            0.874233             1.18852              1.0134
           0.0241591            0.410835            0.719488             1.01377
            0.371618            0.143262             1.41141            0.855716
            0.759406            0.443424            0.345489             1.06985
             1.57871            0.790038            0.487924            0.926221
             2.73786            0.943078            0.779837            0.920743
             2.41044            0.717287            0.507767            0.969634
             2.97926            0.579032             1.01429              1.1609
            0.624774             1.55261             0.90896            0.741984
             2.06223            0.802094            0.716597            0.916007
            0.617117             1.59791            0.688662            0.891706
            0.743226              1.0593            0.839703            0.844657
            0.600585             1.56026             1.32685             1.11402
             1.13972            0.675361            0.950578             1.06528
            0.818154            0.989583            0.763854             1.14493
             1.45654              1.3805            0.961338            0.865542
             1.85463            0.346839             1.15187            0.952004
            0.474435            0.693332            0.637546             1.00282
             0.24032            0.924514              1.6999             1.02096
             1.34033             1.09849             0.60266            0.993356
            0.319427             1.04913            0.827281             1.01517
            0.321513            0.238887            0.932724             0.90078
            0.640745            0.737058            0.737252             1.08743
            0.190247             1.40617            0.747561            0.961302
              1.4935            0.289694               1.122             1.08295
           0.0448142             2.12975             1.00699            0.908423
             1.28548            0.914863            0.850356            0.946079
            0.380079             1.46452             1.23264             1.13626
             1.53701             1.53059             1.29764            0.944197
            0.407391            0.253231            0.928896             1.00398
            0.910711            0.512079            0.869401             1.08713
            0.595612             1.81257             1.19182            0.877561
            0.383746              1.7357             1.02229            0.978199
            0.222192             1.63699            0.658389            0.952449
            0.402285            0.390888             1.52596             1.03515
             0.48862             1.01477            0.573925            0.948376
            0.578856            0.331508            0.685279             1.14473
             0.61189            0.423967             1.30809            0.956511
            0.415419             0.63447            0.973112             1.09451
            0.199172            0.224051              0.3951             1.01653
             1.69184            0.835076            0.719624             1.14621
             1.73662             0.15413            0.891733             1.03193
             3.05549               1.123             0.78973             1.17804
            0.186847            0.958623            0.830407            0.845683
            0.959562             3.24363              1.4511             1.10061
            0.170377             1.25429             0.72755             1.04898
             5.44615            0.210249            0.762092              1.0398
             0.39729            0.793991            0.889676             1.06479
            0.245337            0.851376            0.969647            0.997179
            0.844651            0.961451             1.65588             1.09652
            0.545749             0.55174             1.36526            0.988466
            0.940424             1.38444            0.517085            0.915805
             1.41481            0.832575             1.10659             1.01917
             1.17727              1.2928            0.761493             1.14248
             1.33256             1.23673             1.42766            0.980589
            0.789277             1.27166             1.04665             1.08456
          0.00883584            0.971212            0.882906             1.00389
            0.435877            0.488007            0.848607             0.98005
             1.08866            0.989094            0.726145            0.963629
            0.592524            0.391083             1.06746            0.998092
            0.282771             1.13584            0.719569            0.857444
            0.141152             1.09303            0.828664            0.839923
            0.702445              1.0541            0.972463            0.916191
             3.43859            0.430638            0.835638             1.15617
             1.52085             3.01723              1.0837              1.0315
             3.93257              1.8506             1.40899             1.04256
            0.164972            0.284663            0.707222            0.859781
           0.0589606             2.25847            0.603468             1.11394
           0.0149039            0.502509            0.514626            0.813371
             1.24889             1.11411             1.19871            0.828303
             1.13928             2.75819             1.03996            0.885991
              2.4466            0.713706            0.606797             1.04495
            0.804542            0.701834            0.691924            0.973913
             0.22682             1.04062             1.26145            0.982406
          0.00688096             1.31571            0.740573             1.08201
             4.78751             1.67521             1.09243            0.967401
           0.0699018             2.16083             1.01879            0.909141
            0.154863            0.836734            0.698046            0.935992
            0.367514             1.42318            0.785739             1.15428
            0.841444            0.166274             1.31488            0.873693
             2.48185             1.50705             1.75813             1.11325
            0.341081            0.382107             1.19129            0.961233
            0.859325             1.13161             1.58146             1.00843
            0.219812             1.95331             0.97092             1.08749
            0.488048            0.864444             1.46324             1.08242
              1.9363            0.729975             0.83273             1.14402
           0.0802252             1.13206             1.08306              1.0404
            0.874418            0.652618             1.01994            0.906809
           0.0455002            0.382898             1.20489            0.958411
             1.39535            0.229939             1.11051            0.804153
            0.164393             1.02824             1.21287            0.870904
            0.174774            0.874235             0.75188             0.92977
             1.52509            0.242853             1.46735             1.15172
            0.557294            0.997335            0.961989            0.943113
           0.0479194             0.23315            0.663787              1.0534
             1.27171             2.01634             1.10631            0.880598
            0.542667            0.946228             1.21196            0.952816
            0.243762             0.91975             0.59957            0.927946
             1.41295             1.10401              1.8703             1.17939
             1.83323             1.18713            0.822249            0.917403
            0.458863             2.27043            0.545719            0.857476
             0.45431             1.95377            0.717312             1.08748
            0.459957            0.569267             1.46667            0.848467
            0.267748            0.225043             1.15112             1.05384
             3.82339            0.269215             1.10437             1.03576
            0.804873            0.494435             0.30166             1.07043
             1.18662             0.41346              1.3873            0.915398
            0.201911            0.833596             1.60433             0.92378
            0.399364             2.11013            0.851152              1.1228
             0.33263            0.459736            0.998556             1.14829
             3.30553            0.919708            0.714427            0.951309
            0.627957            0.168047            0.801791            0.903175
            0.109979            0.419437             1.78503             1.08809
             0.51398             0.45432            0.585787            0.800527
             1.13388             1.51047             1.03728             1.10078
            0.274363             1.24639             1.33335             1.01091
             1.05299            0.351389             1.13589             1.02401
            0.123414            0.449164            0.819329             1.00981
